,album,artists,disc_number,duration_ms,explicit,external_ids,external_urls,href,id,is_local,is_playable,name,popularity,preview_url,track_number,type,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
1713,"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/5z1P1AsCpcqWjw3XUeQght'}, 'href': 'https://api.spotify.com/v1/artists/5z1P1AsCpcqWjw3XUeQght', 'id': '5z1P1AsCpcqWjw3XUeQght', 'name': 'OVCOCO', 'type': 'artist', 'uri': 'spotify:artist:5z1P1AsCpcqWjw3XUeQght'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/5ijpeAWQQB4oI7iyxisvrT'}, 'href': 'https://api.spotify.com/v1/albums/5ijpeAWQQB4oI7iyxisvrT', 'id': '5ijpeAWQQB4oI7iyxisvrT', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2736da1cc2cbb5ee400a4dbe33c', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e026da1cc2cbb5ee400a4dbe33c', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048516da1cc2cbb5ee400a4dbe33c', 'width': 64}], 'name': 'caroline', 'release_date': '2016-10-28', 'release_date_precision': 'day', 'total_tracks': 2, 'type': 'album', 'uri': 'spotify:album:5ijpeAWQQB4oI7iyxisvrT'}",OVCOCO,1,180924,False,{'isrc': 'KRA341679371'},{'spotify': 'https://open.spotify.com/track/4r0ESVtCmEMznLS2lxc8IM'},https://api.spotify.com/v1/tracks/4r0ESVtCmEMznLS2lxc8IM,4r0ESVtCmEMznLS2lxc8IM,False,True,caroline,7,https://p.scdn.co/mp3-preview/53aa92bccbbd9afbf16c797ecb590f2eecd71508?cid=ef4c80d91330490ebcdf815a11c05719,2,track,spotify:track:4r0ESVtCmEMznLS2lxc8IM,0.576,0.421,9,-7.649,0,0.0488,0.542,9.86e-05,0.114,0.151,137.921,180924,4
1714,"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/5z1P1AsCpcqWjw3XUeQght'}, 'href': 'https://api.spotify.com/v1/artists/5z1P1AsCpcqWjw3XUeQght', 'id': '5z1P1AsCpcqWjw3XUeQght', 'name': 'OVCOCO', 'type': 'artist', 'uri': 'spotify:artist:5z1P1AsCpcqWjw3XUeQght'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/3eMLoP5foIan5u0O2mAyX4'}, 'href': 'https://api.spotify.com/v1/albums/3eMLoP5foIan5u0O2mAyX4', 'id': '3eMLoP5foIan5u0O2mAyX4', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273173ab5e8be8cbfebf9172887', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02173ab5e8be8cbfebf9172887', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851173ab5e8be8cbfebf9172887', 'width': 64}], 'name': 'Forest', 'release_date': '2017-05-25', 'release_date_precision': 'day', 'total_tracks': 4, 'type': 'album', 'uri': 'spotify:album:3eMLoP5foIan5u0O2mAyX4'}",OVCOCO,1,242311,False,{'isrc': 'KRA341750526'},{'spotify': 'https://open.spotify.com/track/6ekXY0VXHuP9a3zcQ8IBnd'},https://api.spotify.com/v1/tracks/6ekXY0VXHuP9a3zcQ8IBnd,6ekXY0VXHuP9a3zcQ8IBnd,False,True,Side to Side,6,https://p.scdn.co/mp3-preview/3def6c008ddfd10b4971881ed00f98d718f0e27f?cid=ef4c80d91330490ebcdf815a11c05719,4,track,spotify:track:6ekXY0VXHuP9a3zcQ8IBnd,0.653,0.944,10,-3.258,0,0.0724,0.158,3.95e-05,0.0591,0.814,104.01,242312,4
1715,"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/1mJ8v3a8vsNWdP0FpUqeda'}, 'href': 'https://api.spotify.com/v1/artists/1mJ8v3a8vsNWdP0FpUqeda', 'id': '1mJ8v3a8vsNWdP0FpUqeda', 'name': 'Kim Greem', 'type': 'artist', 'uri': 'spotify:artist:1mJ8v3a8vsNWdP0FpUqeda'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/46tJqWi5jtkMVbjh19X9PG'}, 'href': 'https://api.spotify.com/v1/albums/46tJqWi5jtkMVbjh19X9PG', 'id': '46tJqWi5jtkMVbjh19X9PG', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273523b0381a210ace5596f6c01', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02523b0381a210ace5596f6c01', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851523b0381a210ace5596f6c01', 'width': 64}], 'name': 'Because of you', 'release_date': '2019-09-15', 'release_date_precision': 'day', 'total_tracks': 2, 'type': 'album', 'uri': 'spotify:album:46tJqWi5jtkMVbjh19X9PG'}",Kim Greem,1,218045,False,{'isrc': 'KRB471901201'},{'spotify': 'https://open.spotify.com/track/42jl3tTIai0aQ49JDW4MGk'},https://api.spotify.com/v1/tracks/42jl3tTIai0aQ49JDW4MGk,42jl3tTIai0aQ49JDW4MGk,False,True,Because of you,27,https://p.scdn.co/mp3-preview/c633e7ae0e44aa4242bbb4678a6360756bd92296?cid=ef4c80d91330490ebcdf815a11c05719,1,track,spotify:track:42jl3tTIai0aQ49JDW4MGk,0.503,0.348,8,-7.376,1,0.0398,0.762,0.0,0.109,0.212,132.92,218045,4
1716,"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/1mJ8v3a8vsNWdP0FpUqeda'}, 'href': 'https://api.spotify.com/v1/artists/1mJ8v3a8vsNWdP0FpUqeda', 'id': '1mJ8v3a8vsNWdP0FpUqeda', 'name': 'Kim Greem', 'type': 'artist', 'uri': 'spotify:artist:1mJ8v3a8vsNWdP0FpUqeda'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/48ViD5SuL4nVf6cchGFBJN'}, 'href': 'https://api.spotify.com/v1/albums/48ViD5SuL4nVf6cchGFBJN', 'id': '48ViD5SuL4nVf6cchGFBJN', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273aa68c1b6a975e6ec72deb4c2', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02aa68c1b6a975e6ec72deb4c2', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851aa68c1b6a975e6ec72deb4c2', 'width': 64}], 'name': ""I Don't Wanna Work 2019 회사 가기 싫어 (Original Soundtrack), Pt.1"", 'release_date': '2019-04-23', 'release_date_precision': 'day', 'total_tracks': 2, 'type': 'album', 'uri': 'spotify:album:48ViD5SuL4nVf6cchGFBJN'}",Kim Greem,1,203254,False,{'isrc': 'KRC291900003'},{'spotify': 'https://open.spotify.com/track/6jUI1mW7TkKpMbKeKD0mhs'},https://api.spotify.com/v1/tracks/6jUI1mW7TkKpMbKeKD0mhs,6jUI1mW7TkKpMbKeKD0mhs,False,True,Ordinary Days 일상,15,https://p.scdn.co/mp3-preview/96e5ff8f883de12411fa2f1cbfefe5604e5a2f16?cid=ef4c80d91330490ebcdf815a11c05719,1,track,spotify:track:6jUI1mW7TkKpMbKeKD0mhs,0.699,0.19,1,-11.315,1,0.0328,0.886,5.74e-06,0.109,0.298,104.074,203255,4
1717,"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/1mJ8v3a8vsNWdP0FpUqeda'}, 'href': 'https://api.spotify.com/v1/artists/1mJ8v3a8vsNWdP0FpUqeda', 'id': '1mJ8v3a8vsNWdP0FpUqeda', 'name': 'Kim Greem', 'type': 'artist', 'uri': 'spotify:artist:1mJ8v3a8vsNWdP0FpUqeda'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/0vPyuGww67rchJvfTpQbUL'}, 'href': 'https://api.spotify.com/v1/albums/0vPyuGww67rchJvfTpQbUL', 'id': '0vPyuGww67rchJvfTpQbUL', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273217f7b0b3612c9f3817aaff2', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02217f7b0b3612c9f3817aaff2', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851217f7b0b3612c9f3817aaff2', 'width': 64}], 'name': 'My Fellow Citizens! OST Part.9', 'release_date': '2019-05-27', 'release_date_precision': 'day', 'total_tracks': 2, 'type': 'album', 'uri': 'spotify:album:0vPyuGww67rchJvfTpQbUL'}",Kim Greem,1,236015,False,{'isrc': 'KRA381902993'},{'spotify': 'https://open.spotify.com/track/7hkBTZMjga53VPCExSccpn'},https://api.spotify.com/v1/tracks/7hkBTZMjga53VPCExSccpn,7hkBTZMjga53VPCExSccpn,False,True,You,13,https://p.scdn.co/mp3-preview/049e9d6b2711e4140a3319a0b42323d7d4ed8667?cid=ef4c80d91330490ebcdf815a11c05719,1,track,spotify:track:7hkBTZMjga53VPCExSccpn,0.558,0.368,6,-7.096,0,0.0326,0.801,0.0,0.134,0.161,123.654,236015,4
1718,"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/1mJ8v3a8vsNWdP0FpUqeda'}, 'href': 'https://api.spotify.com/v1/artists/1mJ8v3a8vsNWdP0FpUqeda', 'id': '1mJ8v3a8vsNWdP0FpUqeda', 'name': 'Kim Greem', 'type': 'artist', 'uri': 'spotify:artist:1mJ8v3a8vsNWdP0FpUqeda'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/1cc15RZdN9IwYtph98NMr0'}, 'href': 'https://api.spotify.com/v1/albums/1cc15RZdN9IwYtph98NMr0', 'id': '1cc15RZdN9IwYtph98NMr0', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2734fb859efde05f2f093572de8', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e024fb859efde05f2f093572de8', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048514fb859efde05f2f093572de8', 'width': 64}], 'name': 'Always spring day', 'release_date': '2014-03-04', 'release_date_precision': 'day', 'total_tracks': 2, 'type': 'album', 'uri': 'spotify:album:1cc15RZdN9IwYtph98NMr0'}",Kim Greem,1,190249,False,{'isrc': 'KRA381206462'},{'spotify': 'https://open.spotify.com/track/0PPowQAHghBO7M69HXvl6H'},https://api.spotify.com/v1/tracks/0PPowQAHghBO7M69HXvl6H,0PPowQAHghBO7M69HXvl6H,False,True,Always spring day (feat.EB),10,https://p.scdn.co/mp3-preview/474369303c934682ed06856a31f79454e38353c5?cid=ef4c80d91330490ebcdf815a11c05719,1,track,spotify:track:0PPowQAHghBO7M69HXvl6H,0.629,0.674,10,-4.152,1,0.0265,0.589,0.0,0.0684,0.612,97.999,190250,4
1719,"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/1mJ8v3a8vsNWdP0FpUqeda'}, 'href': 'https://api.spotify.com/v1/artists/1mJ8v3a8vsNWdP0FpUqeda', 'id': '1mJ8v3a8vsNWdP0FpUqeda', 'name': 'Kim Greem', 'type': 'artist', 'uri': 'spotify:artist:1mJ8v3a8vsNWdP0FpUqeda'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/2B8lqBNvRTFzbpaBID3kLV'}, 'href': 'https://api.spotify.com/v1/albums/2B8lqBNvRTFzbpaBID3kLV', 'id': '2B8lqBNvRTFzbpaBID3kLV', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273c926e213a059bc20874d3fda', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02c926e213a059bc20874d3fda', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851c926e213a059bc20874d3fda', 'width': 64}], 'name': 'Butterfly', 'release_date': '2015-12-29', 'release_date_precision': 'day', 'total_tracks': 2, 'type': 'album', 'uri': 'spotify:album:2B8lqBNvRTFzbpaBID3kLV'}",Kim Greem,1,194893,False,{'isrc': 'KRB471502171'},{'spotify': 'https://open.spotify.com/track/7hwmWAdg2M4noxAKGE0HRi'},https://api.spotify.com/v1/tracks/7hwmWAdg2M4noxAKGE0HRi,7hwmWAdg2M4noxAKGE0HRi,False,True,Butterfly,8,https://p.scdn.co/mp3-preview/19265ef8be2b8c564a71b058059017ca193d1094?cid=ef4c80d91330490ebcdf815a11c05719,1,track,spotify:track:7hwmWAdg2M4noxAKGE0HRi,0.717,0.847,0,-3.851,1,0.129,0.325,0.0,0.433,0.789,91.009,194893,4
1720,"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/1mJ8v3a8vsNWdP0FpUqeda'}, 'href': 'https://api.spotify.com/v1/artists/1mJ8v3a8vsNWdP0FpUqeda', 'id': '1mJ8v3a8vsNWdP0FpUqeda', 'name': 'Kim Greem', 'type': 'artist', 'uri': 'spotify:artist:1mJ8v3a8vsNWdP0FpUqeda'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/113Axde7naSYWg1za0u8FH'}, 'href': 'https://api.spotify.com/v1/albums/113Axde7naSYWg1za0u8FH', 'id': '113Axde7naSYWg1za0u8FH', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273350333e99884649b273176ff', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02350333e99884649b273176ff', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851350333e99884649b273176ff', 'width': 64}], 'name': 'Love Song', 'release_date': '2012-10-19', 'release_date_precision': 'day', 'total_tracks': 2, 'type': 'album', 'uri': 'spotify:album:113Axde7naSYWg1za0u8FH'}",Kim Greem,1,198765,False,{'isrc': 'KRA381202112'},{'spotify': 'https://open.spotify.com/track/7rAeD3xUnjQ4UMjAirO8w9'},https://api.spotify.com/v1/tracks/7rAeD3xUnjQ4UMjAirO8w9,7rAeD3xUnjQ4UMjAirO8w9,False,True,Love Song,8,https://p.scdn.co/mp3-preview/6a45dca668d03b5d698fc2485160aa0e7ac725a6?cid=ef4c80d91330490ebcdf815a11c05719,1,track,spotify:track:7rAeD3xUnjQ4UMjAirO8w9,0.645,0.49,6,-6.127,1,0.0324,0.692,0.0,0.085,0.449,89.944,198766,4
1721,"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/1mJ8v3a8vsNWdP0FpUqeda'}, 'href': 'https://api.spotify.com/v1/artists/1mJ8v3a8vsNWdP0FpUqeda', 'id': '1mJ8v3a8vsNWdP0FpUqeda', 'name': 'Kim Greem', 'type': 'artist', 'uri': 'spotify:artist:1mJ8v3a8vsNWdP0FpUqeda'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/3wdDAshJG1H4t7tTZOqnb8'}, 'href': 'https://api.spotify.com/v1/albums/3wdDAshJG1H4t7tTZOqnb8', 'id': '3wdDAshJG1H4t7tTZOqnb8', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2730711d8a1d5d0eda1dc948a95', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e020711d8a1d5d0eda1dc948a95', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048510711d8a1d5d0eda1dc948a95', 'width': 64}], 'name': 'Be Mine', 'release_date': '2015-01-27', 'release_date_precision': 'day', 'total_tracks': 2, 'type': 'album', 'uri': 'spotify:album:3wdDAshJG1H4t7tTZOqnb8'}",Kim Greem,1,190758,False,{'isrc': 'KRA381209695'},{'spotify': 'https://open.spotify.com/track/5yXnhS2ntIPqffvSriHdPc'},https://api.spotify.com/v1/tracks/5yXnhS2ntIPqffvSriHdPc,5yXnhS2ntIPqffvSriHdPc,False,True,Be Mine,5,https://p.scdn.co/mp3-preview/553d718e449203f593dcbc2aa1e0091fc5f74b39?cid=ef4c80d91330490ebcdf815a11c05719,1,track,spotify:track:5yXnhS2ntIPqffvSriHdPc,0.609,0.624,8,-6.551,1,0.0386,0.439,3.54e-05,0.128,0.432,157.778,190759,4
1722,"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/1mJ8v3a8vsNWdP0FpUqeda'}, 'href': 'https://api.spotify.com/v1/artists/1mJ8v3a8vsNWdP0FpUqeda', 'id': '1mJ8v3a8vsNWdP0FpUqeda', 'name': 'Kim Greem', 'type': 'artist', 'uri': 'spotify:artist:1mJ8v3a8vsNWdP0FpUqeda'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/3DvXuRNXL7dZO9nU5xFtFw'}, 'href': 'https://api.spotify.com/v1/albums/3DvXuRNXL7dZO9nU5xFtFw', 'id': '3DvXuRNXL7dZO9nU5xFtFw', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273f430214cc701f570e1ee04dc', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02f430214cc701f570e1ee04dc', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851f430214cc701f570e1ee04dc', 'width': 64}], 'name': 'Myself?', 'release_date': '2018-05-16', 'release_date_precision': 'day', 'total_tracks': 2, 'type': 'album', 'uri': 'spotify:album:3DvXuRNXL7dZO9nU5xFtFw'}",Kim Greem,1,208343,False,{'isrc': 'KRB471800715'},{'spotify': 'https://open.spotify.com/track/1mEEZFNEXr6GFHj7tieans'},https://api.spotify.com/v1/tracks/1mEEZFNEXr6GFHj7tieans,1mEEZFNEXr6GFHj7tieans,False,True,Myself?,4,https://p.scdn.co/mp3-preview/0ada0f38e78e34d3b455112bd52b8037112d27c2?cid=ef4c80d91330490ebcdf815a11c05719,1,track,spotify:track:1mEEZFNEXr6GFHj7tieans,0.537,0.535,4,-5.68,1,0.0567,0.518,0.0,0.0843,0.22,181.75,208343,4
1723,"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/1mJ8v3a8vsNWdP0FpUqeda'}, 'href': 'https://api.spotify.com/v1/artists/1mJ8v3a8vsNWdP0FpUqeda', 'id': '1mJ8v3a8vsNWdP0FpUqeda', 'name': 'Kim Greem', 'type': 'artist', 'uri': 'spotify:artist:1mJ8v3a8vsNWdP0FpUqeda'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/0ByA2qN00xFcfomlpbelG5'}, 'href': 'https://api.spotify.com/v1/albums/0ByA2qN00xFcfomlpbelG5', 'id': '0ByA2qN00xFcfomlpbelG5', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27309d169e5e88fab4345031f30', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0209d169e5e88fab4345031f30', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485109d169e5e88fab4345031f30', 'width': 64}], 'name': 'Hey', 'release_date': '2020-03-27', 'release_date_precision': 'day', 'total_tracks': 2, 'type': 'album', 'uri': 'spotify:album:0ByA2qN00xFcfomlpbelG5'}",Kim Greem,1,195602,False,{'isrc': 'KRB472000397'},{'spotify': 'https://open.spotify.com/track/5eABfpsoijCYTMiwbKVOOA'},https://api.spotify.com/v1/tracks/5eABfpsoijCYTMiwbKVOOA,5eABfpsoijCYTMiwbKVOOA,False,True,Hey,4,https://p.scdn.co/mp3-preview/c59361e1f2230a3b777e540c6859e7661e9cc5e9?cid=ef4c80d91330490ebcdf815a11c05719,1,track,spotify:track:5eABfpsoijCYTMiwbKVOOA,0.573,0.481,10,-6.167,1,0.0323,0.16,0.0,0.117,0.305,129.78,195603,4
1724,"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/1mJ8v3a8vsNWdP0FpUqeda'}, 'href': 'https://api.spotify.com/v1/artists/1mJ8v3a8vsNWdP0FpUqeda', 'id': '1mJ8v3a8vsNWdP0FpUqeda', 'name': 'Kim Greem', 'type': 'artist', 'uri': 'spotify:artist:1mJ8v3a8vsNWdP0FpUqeda'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/6LJ67qg7VSf1TgogLBiSkt'}, 'href': 'https://api.spotify.com/v1/albums/6LJ67qg7VSf1TgogLBiSkt', 'id': '6LJ67qg7VSf1TgogLBiSkt', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273dde763edc3eeb3f2cd560ec4', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02dde763edc3eeb3f2cd560ec4', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851dde763edc3eeb3f2cd560ec4', 'width': 64}], 'name': 'Enough', 'release_date': '2018-11-17', 'release_date_precision': 'day', 'total_tracks': 2, 'type': 'album', 'uri': 'spotify:album:6LJ67qg7VSf1TgogLBiSkt'}",Kim Greem,1,222132,False,{'isrc': 'KRB471801720'},{'spotify': 'https://open.spotify.com/track/5FH8Zy5dThk8DNGEo4qse7'},https://api.spotify.com/v1/tracks/5FH8Zy5dThk8DNGEo4qse7,5FH8Zy5dThk8DNGEo4qse7,False,True,Enough,4,https://p.scdn.co/mp3-preview/2f7e3eb144e70f295177f62040e2f5912b2d9f64?cid=ef4c80d91330490ebcdf815a11c05719,1,track,spotify:track:5FH8Zy5dThk8DNGEo4qse7,0.365,0.335,4,-7.137,1,0.0318,0.742,0.0,0.0995,0.118,128.222,222132,4
1725,"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/1nISeMejedvyK4XXRacYAH'}, 'href': 'https://api.spotify.com/v1/artists/1nISeMejedvyK4XXRacYAH', 'id': '1nISeMejedvyK4XXRacYAH', 'name': 'Jang HeeWon', 'type': 'artist', 'uri': 'spotify:artist:1nISeMejedvyK4XXRacYAH'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/2CxUPiHXhCefMjkMvx8XBg'}, 'href': 'https://api.spotify.com/v1/albums/2CxUPiHXhCefMjkMvx8XBg', 'id': '2CxUPiHXhCefMjkMvx8XBg', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273bfa5882a3622a6e24ccdf60d', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02bfa5882a3622a6e24ccdf60d', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851bfa5882a3622a6e24ccdf60d', 'width': 64}], 'name': 'Let’s Dance For Me 모르겠고요, 춤을 춰요', 'release_date': '2019-09-11', 'release_date_precision': 'day', 'total_tracks': 1, 'type': 'album', 'uri': 'spotify:album:2CxUPiHXhCefMjkMvx8XBg'}",Jang HeeWon,1,215840,False,{'isrc': 'KRA381904118'},{'spotify': 'https://open.spotify.com/track/0Movj8s4Amm8ax9y8Y6irk'},https://api.spotify.com/v1/tracks/0Movj8s4Amm8ax9y8Y6irk,0Movj8s4Amm8ax9y8Y6irk,False,True,"Let’s Dance For Me 모르겠고요, 춤을 춰요",33,https://p.scdn.co/mp3-preview/4d90fecb395b60eac1b836f65627679d883c5f92?cid=ef4c80d91330490ebcdf815a11c05719,1,track,spotify:track:0Movj8s4Amm8ax9y8Y6irk,0.677,0.467,8,-7.184,1,0.0412,0.837,1.8e-06,0.161,0.299,89.976,215840,4
1726,"{'album_type': 'compilation', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of'}, 'href': 'https://api.spotify.com/v1/artists/0LyfQWJT6nXafLPZqxe9Of', 'id': '0LyfQWJT6nXafLPZqxe9Of', 'name': 'Various Artists', 'type': 'artist', 'uri': 'spotify:artist:0LyfQWJT6nXafLPZqxe9Of'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/2XtROqOYlbhVaoDLOAsQoN'}, 'href': 'https://api.spotify.com/v1/albums/2XtROqOYlbhVaoDLOAsQoN', 'id': '2XtROqOYlbhVaoDLOAsQoN', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27394ffe41dd13c8cb425bd2b9e', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0294ffe41dd13c8cb425bd2b9e', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485194ffe41dd13c8cb425bd2b9e', 'width': 64}], 'name': 'A Day Before Us Season 2 OST', 'release_date': '2018-07-18', 'release_date_precision': 'day', 'total_tracks': 7, 'type': 'album', 'uri': 'spotify:album:2XtROqOYlbhVaoDLOAsQoN'}",Jang HeeWon,1,215042,False,{'isrc': 'KRB471801103'},{'spotify': 'https://open.spotify.com/track/2p6B0aUZOGyofEt0tCKbm7'},https://api.spotify.com/v1/tracks/2p6B0aUZOGyofEt0tCKbm7,2p6B0aUZOGyofEt0tCKbm7,False,True,Love 3,20,https://p.scdn.co/mp3-preview/cd1537f1b9c1d867c7204aa01b770a4698b9acc7?cid=ef4c80d91330490ebcdf815a11c05719,7,track,spotify:track:2p6B0aUZOGyofEt0tCKbm7,0.768,0.521,10,-5.9,0,0.0531,0.0883,1.56e-06,0.171,0.546,87.991,215043,4
1727,"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/1nISeMejedvyK4XXRacYAH'}, 'href': 'https://api.spotify.com/v1/artists/1nISeMejedvyK4XXRacYAH', 'id': '1nISeMejedvyK4XXRacYAH', 'name': 'Jang HeeWon', 'type': 'artist', 'uri': 'spotify:artist:1nISeMejedvyK4XXRacYAH'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/0ySmMeS7QBGQs17kmdC5Hm'}, 'href': 'https://api.spotify.com/v1/albums/0ySmMeS7QBGQs17kmdC5Hm', 'id': '0ySmMeS7QBGQs17kmdC5Hm', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2731fe72228905521e46893f5d1', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e021fe72228905521e46893f5d1', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048511fe72228905521e46893f5d1', 'width': 64}], 'name': '1st EP', 'release_date': '2017-07-27', 'release_date_precision': 'day', 'total_tracks': 5, 'type': 'album', 'uri': 'spotify:album:0ySmMeS7QBGQs17kmdC5Hm'}",Jang HeeWon,1,177426,False,{'isrc': 'KRE891700001'},{'spotify': 'https://open.spotify.com/track/1GqvJVCMI69pLWP3kdyIPZ'},https://api.spotify.com/v1/tracks/1GqvJVCMI69pLWP3kdyIPZ,1GqvJVCMI69pLWP3kdyIPZ,False,True,5cm,15,https://p.scdn.co/mp3-preview/da774c9f9ab516b34f0276ccf07c9a198a485685?cid=ef4c80d91330490ebcdf815a11c05719,1,track,spotify:track:1GqvJVCMI69pLWP3kdyIPZ,0.909,0.249,2,-9.443,1,0.0531,0.886,0.000168,0.283,0.615,111.159,177426,4
