album,artists,disc_number,duration_ms,explicit,external_ids,external_urls,href,id,is_local,is_playable,name,popularity,preview_url,track_number,type,uri,artist_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/6cdC1cwqh3eJAXaxXJt2jv'}, 'href': 'https://api.spotify.com/v1/artists/6cdC1cwqh3eJAXaxXJt2jv', 'id': '6cdC1cwqh3eJAXaxXJt2jv', 'name': '4Minute', 'type': 'artist', 'uri': 'spotify:artist:6cdC1cwqh3eJAXaxXJt2jv'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/2QGDdrZDuxK7VBmcJZxi1B'}, 'href': 'https://api.spotify.com/v1/albums/2QGDdrZDuxK7VBmcJZxi1B', 'id': '2QGDdrZDuxK7VBmcJZxi1B', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27385155038f6eb09e2212d7094', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0285155038f6eb09e2212d7094', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485185155038f6eb09e2212d7094', 'width': 64}], 'name': 'Act. 7', 'release_date': '2016-02-01', 'release_date_precision': 'day', 'total_tracks': 5, 'type': 'album', 'uri': 'spotify:album:2QGDdrZDuxK7VBmcJZxi1B'}",4Minute,1,216333,False,{'isrc': 'KRA391600001'},{'spotify': 'https://open.spotify.com/track/3Hd6zm1J4bVeu4VXwaDQL3'},https://api.spotify.com/v1/tracks/3Hd6zm1J4bVeu4VXwaDQL3,3Hd6zm1J4bVeu4VXwaDQL3,False,True,Hate,56,https://p.scdn.co/mp3-preview/756b336231286ba570c253092297055a6605ed5a?cid=ef4c80d91330490ebcdf815a11c05719,1,track,spotify:track:3Hd6zm1J4bVeu4VXwaDQL3,spotify:artist:6cdC1cwqh3eJAXaxXJt2jv,0.686,0.902,6,-3.78,0,0.163,0.0474,1.02e-06,0.201,0.615,149.96,216333,4
"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/6cdC1cwqh3eJAXaxXJt2jv'}, 'href': 'https://api.spotify.com/v1/artists/6cdC1cwqh3eJAXaxXJt2jv', 'id': '6cdC1cwqh3eJAXaxXJt2jv', 'name': '4Minute', 'type': 'artist', 'uri': 'spotify:artist:6cdC1cwqh3eJAXaxXJt2jv'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/1k8eHb3VP5FhHFVtap8T62'}, 'href': 'https://api.spotify.com/v1/albums/1k8eHb3VP5FhHFVtap8T62', 'id': '1k8eHb3VP5FhHFVtap8T62', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2737153c1517f89403b7b125b41', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e027153c1517f89403b7b125b41', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048517153c1517f89403b7b125b41', 'width': 64}], 'name': 'Hot Issue', 'release_date': '2009-06-15', 'release_date_precision': 'day', 'total_tracks': 1, 'type': 'album', 'uri': 'spotify:album:1k8eHb3VP5FhHFVtap8T62'}",4Minute,1,208773,False,{'isrc': 'KRA390900003'},{'spotify': 'https://open.spotify.com/track/1QqaaKVZxu9ExhYjKGgI4N'},https://api.spotify.com/v1/tracks/1QqaaKVZxu9ExhYjKGgI4N,1QqaaKVZxu9ExhYjKGgI4N,False,True,Hot Issue,48,https://p.scdn.co/mp3-preview/03c4cdcde331cf7b012aa24f26493c11ed54e831?cid=ef4c80d91330490ebcdf815a11c05719,1,track,spotify:track:1QqaaKVZxu9ExhYjKGgI4N,spotify:artist:6cdC1cwqh3eJAXaxXJt2jv,0.854,0.833,1,-2.787,1,0.043,0.00136,0.0703,0.0466,0.364,128.008,208773,4
"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/6cdC1cwqh3eJAXaxXJt2jv'}, 'href': 'https://api.spotify.com/v1/artists/6cdC1cwqh3eJAXaxXJt2jv', 'id': '6cdC1cwqh3eJAXaxXJt2jv', 'name': '4Minute', 'type': 'artist', 'uri': 'spotify:artist:6cdC1cwqh3eJAXaxXJt2jv'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/3uI4TkXyzJKZEWeKXbB9PG'}, 'href': 'https://api.spotify.com/v1/albums/3uI4TkXyzJKZEWeKXbB9PG', 'id': '3uI4TkXyzJKZEWeKXbB9PG', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273101934ecd4735008068f63fa', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02101934ecd4735008068f63fa', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851101934ecd4735008068f63fa', 'width': 64}], 'name': '4minute WORLD', 'release_date': '2014-03-17', 'release_date_precision': 'day', 'total_tracks': 5, 'type': 'album', 'uri': 'spotify:album:3uI4TkXyzJKZEWeKXbB9PG'}",4Minute,1,206027,False,{'isrc': 'KRA391400007'},{'spotify': 'https://open.spotify.com/track/4zPF7ERedaIZGDIxnE1KVH'},https://api.spotify.com/v1/tracks/4zPF7ERedaIZGDIxnE1KVH,4zPF7ERedaIZGDIxnE1KVH,False,True,Whatcha Doin' Today,47,https://p.scdn.co/mp3-preview/00835b1dced0b5ee919fbc3c9649be516baf3db0?cid=ef4c80d91330490ebcdf815a11c05719,2,track,spotify:track:4zPF7ERedaIZGDIxnE1KVH,spotify:artist:6cdC1cwqh3eJAXaxXJt2jv,0.817,0.95,11,-1.991,0,0.0458,0.185,0.0,0.337,0.97,133.041,206028,4
"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/6cdC1cwqh3eJAXaxXJt2jv'}, 'href': 'https://api.spotify.com/v1/artists/6cdC1cwqh3eJAXaxXJt2jv', 'id': '6cdC1cwqh3eJAXaxXJt2jv', 'name': '4Minute', 'type': 'artist', 'uri': 'spotify:artist:6cdC1cwqh3eJAXaxXJt2jv'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/5KgCib0zfgBuKVuIFr3jhU'}, 'href': 'https://api.spotify.com/v1/albums/5KgCib0zfgBuKVuIFr3jhU', 'id': '5KgCib0zfgBuKVuIFr3jhU', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2739b2240d4c622dd529d9dc1ee', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e029b2240d4c622dd529d9dc1ee', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048519b2240d4c622dd529d9dc1ee', 'width': 64}], 'name': 'Name is 4minute', 'release_date': '2013-04-25', 'release_date_precision': 'day', 'total_tracks': 5, 'type': 'album', 'uri': 'spotify:album:5KgCib0zfgBuKVuIFr3jhU'}",4Minute,1,186801,False,{'isrc': 'KRA391300683'},{'spotify': 'https://open.spotify.com/track/13xfTHyEclnBd7XAS1P5Er'},https://api.spotify.com/v1/tracks/13xfTHyEclnBd7XAS1P5Er,13xfTHyEclnBd7XAS1P5Er,False,True,What's your name?,47,https://p.scdn.co/mp3-preview/503bb97b9195f4c8b09282fb599be6e205d94cb4?cid=ef4c80d91330490ebcdf815a11c05719,2,track,spotify:track:13xfTHyEclnBd7XAS1P5Er,spotify:artist:6cdC1cwqh3eJAXaxXJt2jv,0.741,0.888,11,-2.97,0,0.0732,0.188,0.0,0.0596,0.902,115.042,186802,4
"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/6cdC1cwqh3eJAXaxXJt2jv'}, 'href': 'https://api.spotify.com/v1/artists/6cdC1cwqh3eJAXaxXJt2jv', 'id': '6cdC1cwqh3eJAXaxXJt2jv', 'name': '4Minute', 'type': 'artist', 'uri': 'spotify:artist:6cdC1cwqh3eJAXaxXJt2jv'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/392dpAiWwgaZBrc7iexjtT'}, 'href': 'https://api.spotify.com/v1/albums/392dpAiWwgaZBrc7iexjtT', 'id': '392dpAiWwgaZBrc7iexjtT', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273eb4e434842a4b1c78bd72530', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02eb4e434842a4b1c78bd72530', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851eb4e434842a4b1c78bd72530', 'width': 64}], 'name': 'Volume Up', 'release_date': '2012-04-09', 'release_date_precision': 'day', 'total_tracks': 7, 'type': 'album', 'uri': 'spotify:album:392dpAiWwgaZBrc7iexjtT'}",4Minute,1,230008,False,{'isrc': 'KRA391200564'},{'spotify': 'https://open.spotify.com/track/2RKgRT8O8K3DXfsGfnbNWx'},https://api.spotify.com/v1/tracks/2RKgRT8O8K3DXfsGfnbNWx,2RKgRT8O8K3DXfsGfnbNWx,False,True,Volume Up,47,https://p.scdn.co/mp3-preview/a26245cd2db305f736c15df711fc5c0cbd924fd7?cid=ef4c80d91330490ebcdf815a11c05719,2,track,spotify:track:2RKgRT8O8K3DXfsGfnbNWx,spotify:artist:6cdC1cwqh3eJAXaxXJt2jv,0.641,0.877,3,-2.726,0,0.0337,0.014,0.000131,0.0792,0.454,130.045,230008,4
"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/6cdC1cwqh3eJAXaxXJt2jv'}, 'href': 'https://api.spotify.com/v1/artists/6cdC1cwqh3eJAXaxXJt2jv', 'id': '6cdC1cwqh3eJAXaxXJt2jv', 'name': '4Minute', 'type': 'artist', 'uri': 'spotify:artist:6cdC1cwqh3eJAXaxXJt2jv'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/5EshYYiAPgdUAA1gsYA2UH'}, 'href': 'https://api.spotify.com/v1/albums/5EshYYiAPgdUAA1gsYA2UH', 'id': '5EshYYiAPgdUAA1gsYA2UH', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2732ee3351336a721dd84b7f269', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e022ee3351336a721dd84b7f269', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048512ee3351336a721dd84b7f269', 'width': 64}], 'name': 'Heart To Heart', 'release_date': '2011-03-29', 'release_date_precision': 'day', 'total_tracks': 5, 'type': 'album', 'uri': 'spotify:album:5EshYYiAPgdUAA1gsYA2UH'}",4Minute,1,231549,False,{'isrc': 'KRA391100291'},{'spotify': 'https://open.spotify.com/track/2Vs5y1cLMIbZHUy3E3dhS9'},https://api.spotify.com/v1/tracks/2Vs5y1cLMIbZHUy3E3dhS9,2Vs5y1cLMIbZHUy3E3dhS9,False,True,Heart To Heart,42,https://p.scdn.co/mp3-preview/5434ba906d38ed58424ae8d3d1ae327faed1ceed?cid=ef4c80d91330490ebcdf815a11c05719,2,track,spotify:track:2Vs5y1cLMIbZHUy3E3dhS9,spotify:artist:6cdC1cwqh3eJAXaxXJt2jv,0.722,0.72,6,-3.531,1,0.0404,0.403,0.0,0.0578,0.548,129.961,231549,4
"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/6cdC1cwqh3eJAXaxXJt2jv'}, 'href': 'https://api.spotify.com/v1/artists/6cdC1cwqh3eJAXaxXJt2jv', 'id': '6cdC1cwqh3eJAXaxXJt2jv', 'name': '4Minute', 'type': 'artist', 'uri': 'spotify:artist:6cdC1cwqh3eJAXaxXJt2jv'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/1Q3gr1hcLVJBVnyeqrRHhc'}, 'href': 'https://api.spotify.com/v1/albums/1Q3gr1hcLVJBVnyeqrRHhc', 'id': '1Q3gr1hcLVJBVnyeqrRHhc', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2732b538487d86cc6423f4d5748', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e022b538487d86cc6423f4d5748', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048512b538487d86cc6423f4d5748', 'width': 64}], 'name': 'Diamond', 'release_date': '2010-12-15', 'release_date_precision': 'day', 'total_tracks': 10, 'type': 'album', 'uri': 'spotify:album:1Q3gr1hcLVJBVnyeqrRHhc'}",4Minute,1,229000,False,{'isrc': 'KRA391000084'},{'spotify': 'https://open.spotify.com/track/0qYMhsxFi4fBHRDorVMBPq'},https://api.spotify.com/v1/tracks/0qYMhsxFi4fBHRDorVMBPq,0qYMhsxFi4fBHRDorVMBPq,False,True,Huh,42,https://p.scdn.co/mp3-preview/c94390795e5f6bdba0ec79e84bb406bbaa4e6548?cid=ef4c80d91330490ebcdf815a11c05719,5,track,spotify:track:0qYMhsxFi4fBHRDorVMBPq,spotify:artist:6cdC1cwqh3eJAXaxXJt2jv,0.84,0.856,1,-3.631,1,0.0595,0.0497,0.0,0.11,0.693,121.931,229000,4
"{'album_type': 'compilation', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of'}, 'href': 'https://api.spotify.com/v1/artists/0LyfQWJT6nXafLPZqxe9Of', 'id': '0LyfQWJT6nXafLPZqxe9Of', 'name': 'Various Artists', 'type': 'artist', 'uri': 'spotify:artist:0LyfQWJT6nXafLPZqxe9Of'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/6yG5uMF6dK0xar9DgCkf62'}, 'href': 'https://api.spotify.com/v1/albums/6yG5uMF6dK0xar9DgCkf62', 'id': '6yG5uMF6dK0xar9DgCkf62', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2730c27d254836969285584e0b1', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e020c27d254836969285584e0b1', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048510c27d254836969285584e0b1', 'width': 64}], 'name': 'Personal Taste (Original Television Soundtrack)', 'release_date': '2010-04-21', 'release_date_precision': 'day', 'total_tracks': 15, 'type': 'album', 'uri': 'spotify:album:6yG5uMF6dK0xar9DgCkf62'}",4Minute,1,221000,False,{'isrc': 'KRA381000408'},{'spotify': 'https://open.spotify.com/track/1ewy5akEgeJObkXlDLFhzf'},https://api.spotify.com/v1/tracks/1ewy5akEgeJObkXlDLFhzf,1ewy5akEgeJObkXlDLFhzf,False,True,Creating Love,39,https://p.scdn.co/mp3-preview/229e253fc893897af66102a9aece7cb87696c80e?cid=ef4c80d91330490ebcdf815a11c05719,5,track,spotify:track:1ewy5akEgeJObkXlDLFhzf,spotify:artist:6cdC1cwqh3eJAXaxXJt2jv,0.616,0.489,5,-11.498,1,0.0443,0.44,0.0,0.145,0.563,160.135,221000,4
"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/6cdC1cwqh3eJAXaxXJt2jv'}, 'href': 'https://api.spotify.com/v1/artists/6cdC1cwqh3eJAXaxXJt2jv', 'id': '6cdC1cwqh3eJAXaxXJt2jv', 'name': '4Minute', 'type': 'artist', 'uri': 'spotify:artist:6cdC1cwqh3eJAXaxXJt2jv'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/2QGDdrZDuxK7VBmcJZxi1B'}, 'href': 'https://api.spotify.com/v1/albums/2QGDdrZDuxK7VBmcJZxi1B', 'id': '2QGDdrZDuxK7VBmcJZxi1B', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27385155038f6eb09e2212d7094', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0285155038f6eb09e2212d7094', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485185155038f6eb09e2212d7094', 'width': 64}], 'name': 'Act. 7', 'release_date': '2016-02-01', 'release_date_precision': 'day', 'total_tracks': 5, 'type': 'album', 'uri': 'spotify:album:2QGDdrZDuxK7VBmcJZxi1B'}",4Minute,1,216960,False,{'isrc': 'KRA391600004'},{'spotify': 'https://open.spotify.com/track/3VUBqPGPutlseQJWMXqMH6'},https://api.spotify.com/v1/tracks/3VUBqPGPutlseQJWMXqMH6,3VUBqPGPutlseQJWMXqMH6,False,True,Canvas,38,https://p.scdn.co/mp3-preview/5f71743b3b04f3124f2bcb12e7ba98bf999e8eae?cid=ef4c80d91330490ebcdf815a11c05719,4,track,spotify:track:3VUBqPGPutlseQJWMXqMH6,spotify:artist:6cdC1cwqh3eJAXaxXJt2jv,0.731,0.708,11,-6.064,0,0.0557,0.00561,3.85e-06,0.12,0.105,95.016,216960,4
"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/1bkpTEmumLC3xc7HgMsttU'}, 'href': 'https://api.spotify.com/v1/artists/1bkpTEmumLC3xc7HgMsttU', 'id': '1bkpTEmumLC3xc7HgMsttU', 'name': 'INFINITE', 'type': 'artist', 'uri': 'spotify:artist:1bkpTEmumLC3xc7HgMsttU'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/4rcCDHuUPZWtnQ380SXHaN'}, 'href': 'https://api.spotify.com/v1/albums/4rcCDHuUPZWtnQ380SXHaN', 'id': '4rcCDHuUPZWtnQ380SXHaN', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273b21d9fa0e5251f557212ff1b', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02b21d9fa0e5251f557212ff1b', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851b21d9fa0e5251f557212ff1b', 'width': 64}], 'name': 'Reality', 'release_date': '2015-07-13', 'release_date_precision': 'day', 'total_tracks': 7, 'type': 'album', 'uri': 'spotify:album:4rcCDHuUPZWtnQ380SXHaN'}",INFINITE,1,216244,False,{'isrc': 'KRA381211083'},{'spotify': 'https://open.spotify.com/track/2N8gVC6b45879mbNo9IMZr'},https://api.spotify.com/v1/tracks/2N8gVC6b45879mbNo9IMZr,2N8gVC6b45879mbNo9IMZr,False,True,Bad,53,https://p.scdn.co/mp3-preview/e1fd86806a3fbed6be8d6f9f4b9a80fa65b1ae50?cid=ef4c80d91330490ebcdf815a11c05719,2,track,spotify:track:2N8gVC6b45879mbNo9IMZr,spotify:artist:1bkpTEmumLC3xc7HgMsttU,0.689,0.858,0,-3.051,1,0.116,0.24,0.0,0.134,0.458,99.994,216244,4
"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/1bkpTEmumLC3xc7HgMsttU'}, 'href': 'https://api.spotify.com/v1/artists/1bkpTEmumLC3xc7HgMsttU', 'id': '1bkpTEmumLC3xc7HgMsttU', 'name': 'INFINITE', 'type': 'artist', 'uri': 'spotify:artist:1bkpTEmumLC3xc7HgMsttU'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/6jMmMQGdqpi0XA4eiNfx1D'}, 'href': 'https://api.spotify.com/v1/albums/6jMmMQGdqpi0XA4eiNfx1D', 'id': '6jMmMQGdqpi0XA4eiNfx1D', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273bf27d7fbb0df8d738b5cbd4b', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02bf27d7fbb0df8d738b5cbd4b', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851bf27d7fbb0df8d738b5cbd4b', 'width': 64}], 'name': 'INFINITIZE', 'release_date': '2012-05-15', 'release_date_precision': 'day', 'total_tracks': 7, 'type': 'album', 'uri': 'spotify:album:6jMmMQGdqpi0XA4eiNfx1D'}",INFINITE,1,202520,False,{'isrc': 'KRA381200991'},{'spotify': 'https://open.spotify.com/track/6fzJaYb6xprozFzFdqfI9s'},https://api.spotify.com/v1/tracks/6fzJaYb6xprozFzFdqfI9s,6fzJaYb6xprozFzFdqfI9s,False,True,The Chaser,49,https://p.scdn.co/mp3-preview/a3a8f7bc1f69ddec5aa1a5b17b3363edbb28f900?cid=ef4c80d91330490ebcdf815a11c05719,2,track,spotify:track:6fzJaYb6xprozFzFdqfI9s,spotify:artist:1bkpTEmumLC3xc7HgMsttU,0.549,0.977,1,-1.443,0,0.115,0.00735,0.0,0.0399,0.582,127.006,202520,4
"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/1bkpTEmumLC3xc7HgMsttU'}, 'href': 'https://api.spotify.com/v1/artists/1bkpTEmumLC3xc7HgMsttU', 'id': '1bkpTEmumLC3xc7HgMsttU', 'name': 'INFINITE', 'type': 'artist', 'uri': 'spotify:artist:1bkpTEmumLC3xc7HgMsttU'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/11VsfJuRkz2A47xDgT203V'}, 'href': 'https://api.spotify.com/v1/albums/11VsfJuRkz2A47xDgT203V', 'id': '11VsfJuRkz2A47xDgT203V', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2737d2e2f2d2285998aa70b9da4', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e027d2e2f2d2285998aa70b9da4', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048517d2e2f2d2285998aa70b9da4', 'width': 64}], 'name': 'Be Back [2 (리패키지)]', 'release_date': '2014-07-22', 'release_date_precision': 'day', 'total_tracks': 15, 'type': 'album', 'uri': 'spotify:album:11VsfJuRkz2A47xDgT203V'}",INFINITE,1,233893,False,{'isrc': 'KRA381208516'},{'spotify': 'https://open.spotify.com/track/0uAsZrUZNHLg0JrnrSWuej'},https://api.spotify.com/v1/tracks/0uAsZrUZNHLg0JrnrSWuej,0uAsZrUZNHLg0JrnrSWuej,False,True,Back,49,https://p.scdn.co/mp3-preview/7d9ea6cfc643a321d41ca9b7fab7083c50352247?cid=ef4c80d91330490ebcdf815a11c05719,3,track,spotify:track:0uAsZrUZNHLg0JrnrSWuej,spotify:artist:1bkpTEmumLC3xc7HgMsttU,0.565,0.813,4,-3.756,0,0.0681,0.237,0.0,0.11,0.673,128.019,233893,4
"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/1bkpTEmumLC3xc7HgMsttU'}, 'href': 'https://api.spotify.com/v1/artists/1bkpTEmumLC3xc7HgMsttU', 'id': '1bkpTEmumLC3xc7HgMsttU', 'name': 'INFINITE', 'type': 'artist', 'uri': 'spotify:artist:1bkpTEmumLC3xc7HgMsttU'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/76rmTobeVrPqOIKH5C1hjt'}, 'href': 'https://api.spotify.com/v1/albums/76rmTobeVrPqOIKH5C1hjt', 'id': '76rmTobeVrPqOIKH5C1hjt', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273d121e7b3d735b76016399371', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02d121e7b3d735b76016399371', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851d121e7b3d735b76016399371', 'width': 64}], 'name': 'INFINITE ONLY', 'release_date': '2016-09-19', 'release_date_precision': 'day', 'total_tracks': 7, 'type': 'album', 'uri': 'spotify:album:76rmTobeVrPqOIKH5C1hjt'}",INFINITE,1,240280,False,{'isrc': 'KRA381601770'},{'spotify': 'https://open.spotify.com/track/78f6Qp6XQhSnJksCseLMMb'},https://api.spotify.com/v1/tracks/78f6Qp6XQhSnJksCseLMMb,78f6Qp6XQhSnJksCseLMMb,False,True,The Eye,49,https://p.scdn.co/mp3-preview/1819237836c225d0c6ece2064f1a9a261cb78996?cid=ef4c80d91330490ebcdf815a11c05719,2,track,spotify:track:78f6Qp6XQhSnJksCseLMMb,spotify:artist:1bkpTEmumLC3xc7HgMsttU,0.655,0.78,2,-3.167,0,0.124,0.0291,0.0,0.14,0.344,117.999,240280,4
"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/1bkpTEmumLC3xc7HgMsttU'}, 'href': 'https://api.spotify.com/v1/artists/1bkpTEmumLC3xc7HgMsttU', 'id': '1bkpTEmumLC3xc7HgMsttU', 'name': 'INFINITE', 'type': 'artist', 'uri': 'spotify:artist:1bkpTEmumLC3xc7HgMsttU'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/00lsMplF9HJUto05XXK6eV'}, 'href': 'https://api.spotify.com/v1/albums/00lsMplF9HJUto05XXK6eV', 'id': '00lsMplF9HJUto05XXK6eV', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2730e328b57875f0bf18e4711fe', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e020e328b57875f0bf18e4711fe', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048510e328b57875f0bf18e4711fe', 'width': 64}], 'name': 'Over the Top', 'release_date': '2011-07-21', 'release_date_precision': 'day', 'total_tracks': 10, 'type': 'album', 'uri': 'spotify:album:00lsMplF9HJUto05XXK6eV'}",INFINITE,1,204760,False,{'isrc': 'KRA931100002'},{'spotify': 'https://open.spotify.com/track/3MX2cv9r8KYP2zCEjBxe5L'},https://api.spotify.com/v1/tracks/3MX2cv9r8KYP2zCEjBxe5L,3MX2cv9r8KYP2zCEjBxe5L,False,True,BE MINE,47,https://p.scdn.co/mp3-preview/0f74b7d8233b7c0b5bee88a30209c80be591ab94?cid=ef4c80d91330490ebcdf815a11c05719,2,track,spotify:track:3MX2cv9r8KYP2zCEjBxe5L,spotify:artist:1bkpTEmumLC3xc7HgMsttU,0.689,0.925,10,-3.031,0,0.0595,0.00209,0.0,0.109,0.775,129.996,204760,4
"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/1bkpTEmumLC3xc7HgMsttU'}, 'href': 'https://api.spotify.com/v1/artists/1bkpTEmumLC3xc7HgMsttU', 'id': '1bkpTEmumLC3xc7HgMsttU', 'name': 'INFINITE', 'type': 'artist', 'uri': 'spotify:artist:1bkpTEmumLC3xc7HgMsttU'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/7xuwYMKOTLRGynVDjtLTTb'}, 'href': 'https://api.spotify.com/v1/albums/7xuwYMKOTLRGynVDjtLTTb', 'id': '7xuwYMKOTLRGynVDjtLTTb', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273990a9424a2bd6d66db3983e3', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02990a9424a2bd6d66db3983e3', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851990a9424a2bd6d66db3983e3', 'width': 64}], 'name': 'TOP SEED', 'release_date': '2018-01-08', 'release_date_precision': 'day', 'total_tracks': 12, 'type': 'album', 'uri': 'spotify:album:7xuwYMKOTLRGynVDjtLTTb'}",INFINITE,1,231079,False,{'isrc': 'KRA381702886'},{'spotify': 'https://open.spotify.com/track/6UGiaIJTytlixn5WDidlED'},https://api.spotify.com/v1/tracks/6UGiaIJTytlixn5WDidlED,6UGiaIJTytlixn5WDidlED,False,True,Tell Me,46,https://p.scdn.co/mp3-preview/6422a5358b5e1f1bc6b922eb5fcdd6505d547e3a?cid=ef4c80d91330490ebcdf815a11c05719,2,track,spotify:track:6UGiaIJTytlixn5WDidlED,spotify:artist:1bkpTEmumLC3xc7HgMsttU,0.667,0.796,2,-3.128,1,0.0492,0.177,0.0,0.106,0.531,109.9,231079,4
